Ticker,close,high,low,month,open,volume,time,year,day,Sector,date,daily_return,cumulative_return
BAJAJ-AUTO,5489.3,5510.0,5436.9,10,5450.0,763919,0 days 05:30:00,2023,20,AUTOMOBILES,2023-10-20,0.0012220479334621448,0.09425988497842086
BAJAJ-AUTO,5405.4,5493.4,5395.05,10,5453.05,451167,0 days 05:30:00,2023,23,AUTOMOBILES,2023-10-23,-0.015284280327182098,0.07753491014562064
BAJAJ-AUTO,5347.3,5423.95,5332.3,10,5385.0,620266,0 days 05:30:00,2023,25,AUTOMOBILES,2023-10-25,-0.010748510748510687,0.06595301458202485
BAJAJ-AUTO,5259.35,5347.45,5236.0,10,5333.85,746266,0 days 05:30:00,2023,26,AUTOMOBILES,2023-10-26,-0.01644755297065803,0.04842069591045428
BAJAJ-AUTO,5373.55,5423.7,5265.0,10,5265.0,843465,0 days 05:30:00,2023,27,AUTOMOBILES,2023-10-27,0.02171370986909027,0.07118579872220354
BAJAJ-AUTO,5308.9,5397.75,5275.0,10,5388.0,360967,0 days 05:30:00,2023,30,AUTOMOBILES,2023-10-30,-0.012031152590001093,0.05829819892553445
BAJAJ-AUTO,5314.05,5366.15,5292.6,10,5340.0,400987,0 days 05:30:00,2023,31,AUTOMOBILES,2023-10-31,0.000970069129198281,0.05932482133779815
BAJAJ-AUTO,5344.35,5449.5,5305.0,11,5305.0,619765,0 days 05:30:00,2023,1,AUTOMOBILES,2023-11-01,0.005701865808564133,0.06536494931674741
BAJAJ-AUTO,5318.4,5392.85,5285.0,11,5383.9,304362,0 days 05:30:00,2023,2,AUTOMOBILES,2023-11-02,-0.00485559516124523,0.060191968423884745
BAJAJ-AUTO,5368.95,5377.05,5316.6,11,5357.0,448715,0 days 05:30:00,2023,3,AUTOMOBILES,2023-11-03,0.009504738267148038,0.07026881559668618
BAJAJ-AUTO,5406.85,5427.5,5377.1,11,5380.0,394137,0 days 05:30:00,2023,6,AUTOMOBILES,2023-11-06,0.007059108391771263,0.07782395917431595
BAJAJ-AUTO,5419.0,5445.0,5405.3,11,5406.85,202689,0 days 05:30:00,2023,7,AUTOMOBILES,2023-11-07,0.0022471494493097044,0.08024599069062721
BAJAJ-AUTO,5397.6,5435.25,5381.25,11,5434.0,202145,0 days 05:30:00,2023,8,AUTOMOBILES,2023-11-08,-0.003949068093744179,0.07598002571539575
BAJAJ-AUTO,5418.9,5455.0,5382.15,11,5421.8,232773,0 days 05:30:00,2023,9,AUTOMOBILES,2023-11-09,0.003946198310359916,0.0802260562748549
BAJAJ-AUTO,5392.05,5427.05,5349.05,11,5409.95,149325,0 days 05:30:00,2023,10,AUTOMOBILES,2023-11-10,-0.00495488014172607,0.0748736656400435
BAJAJ-AUTO,5442.55,5455.0,5358.6,11,5425.0,29055,0 days 05:30:00,2023,12,AUTOMOBILES,2023-11-12,0.009365640155414079,0.084940545604959
BAJAJ-AUTO,5425.2,5439.8,5395.55,11,5435.0,93497,0 days 05:30:00,2023,13,AUTOMOBILES,2023-11-13,-0.003187843933450396,0.08148192446849789
BAJAJ-AUTO,5536.7,5555.0,5461.1,11,5525.0,640468,0 days 05:30:00,2023,15,AUTOMOBILES,2023-11-15,0.02055223770552228,0.10370879805440025
BAJAJ-AUTO,5550.9,5583.3,5496.95,11,5520.0,324712,0 days 05:30:00,2023,16,AUTOMOBILES,2023-11-16,0.002564704607437518,0.10653948509403977
BAJAJ-AUTO,5631.5,5674.95,5479.35,11,5556.9,531539,0 days 05:30:00,2023,17,AUTOMOBILES,2023-11-17,0.014520167900700764,0.12260662420636015
BAJAJ-AUTO,5650.15,5675.95,5606.0,11,5610.05,679425,0 days 05:30:00,2023,20,AUTOMOBILES,2023-11-20,0.00331172866909335,0.12632439274785856
BAJAJ-AUTO,5685.95,5707.35,5640.0,11,5640.5,746193,0 days 05:30:00,2023,21,AUTOMOBILES,2023-11-21,0.006336114970399098,0.13346091359427392
BAJAJ-AUTO,5751.55,5764.9,5661.3,11,5680.0,497403,0 days 05:30:00,2023,22,AUTOMOBILES,2023-11-22,0.011537210140785792,0.14653789034077813
BAJAJ-AUTO,5925.25,5945.0,5783.1,11,5800.0,1118718,0 days 05:30:00,2023,23,AUTOMOBILES,2023-11-23,0.030200554633098786,0.18116397053693256
BAJAJ-AUTO,5930.3,5960.0,5900.0,11,5940.0,297211,0 days 05:30:00,2023,24,AUTOMOBILES,2023-11-24,0.0008522847137251155,0.18217065853342396
BAJAJ-AUTO,5998.15,6039.65,5912.0,11,5969.8,380535,0 days 05:30:00,2023,28,AUTOMOBILES,2023-11-28,0.0114412424329291,0.19569615963480036
BAJAJ-AUTO,6069.95,6096.4,5973.3,11,6010.0,406974,0 days 05:30:00,2023,29,AUTOMOBILES,2023-11-29,0.011970357526904118,0.21000907015917525
BAJAJ-AUTO,6090.55,6128.9,6031.0,11,6095.0,501833,0 days 05:30:00,2023,30,AUTOMOBILES,2023-11-30,0.0033937676587121324,0.21411555980822983
BAJAJ-AUTO,6046.05,6090.0,6003.3,12,6050.0,439023,0 days 05:30:00,2023,1,AUTOMOBILES,2023-12-01,-0.007306400899754539,0.20524474478964105
BAJAJ-AUTO,6201.7,6217.7,6087.45,12,6090.55,359158,0 days 05:30:00,2023,4,AUTOMOBILES,2023-12-04,0.02574408084617219,0.2362726629389298
BAJAJ-AUTO,6140.1,6194.05,6111.1,12,6194.05,565826,0 days 05:30:00,2023,5,AUTOMOBILES,2023-12-05,-0.009932760372155958,0.22399306282331022
BAJAJ-AUTO,6069.95,6096.0,5987.85,12,6089.05,699201,0 days 05:30:00,2023,6,AUTOMOBILES,2023-12-06,-0.011424895360010456,0.21000907015917525
BAJAJ-AUTO,6093.6,6154.45,6063.1,12,6069.95,427407,0 days 05:30:00,2023,7,AUTOMOBILES,2023-12-07,0.0038962429674049837,0.21472355948927913
BAJAJ-AUTO,6075.7,6120.0,6048.05,12,6115.0,233266,0 days 05:30:00,2023,8,AUTOMOBILES,2023-12-08,-0.0029375082053302304,0.21115529906607144
BAJAJ-AUTO,6138.4,6145.0,6018.3,12,6085.0,175955,0 days 05:30:00,2023,11,AUTOMOBILES,2023-12-11,0.010319798541731817,0.22365417775518415
BAJAJ-AUTO,6254.2,6299.95,6149.95,12,6164.0,810900,0 days 05:30:00,2023,12,AUTOMOBILES,2023-12-12,0.018864850775446307,0.24673823121928717
BAJAJ-AUTO,6316.1,6329.0,6224.35,12,6259.9,373989,0 days 05:30:00,2023,13,AUTOMOBILES,2023-12-13,0.009897348981484422,0.259077634582223
BAJAJ-AUTO,6334.85,6360.0,6284.2,12,6325.0,419212,0 days 05:30:00,2023,14,AUTOMOBILES,2023-12-14,0.0029686040436345262,0.2628153375394935
BAJAJ-AUTO,6275.2,6402.1,6256.15,12,6368.95,553522,0 days 05:30:00,2023,15,AUTOMOBILES,2023-12-15,-0.009416166128637715,0.25092445853142986
BAJAJ-AUTO,6465.7,6486.75,6262.15,12,6275.2,851061,0 days 05:30:00,2023,18,AUTOMOBILES,2023-12-18,0.030357598164201915,0.28889952057729884
BAJAJ-AUTO,6419.0,6470.25,6395.9,12,6470.0,377109,0 days 05:30:00,2023,19,AUTOMOBILES,2023-12-19,-0.007222729170855424,0.2795901484117236
BAJAJ-AUTO,6364.45,6466.0,6350.0,12,6434.0,385863,0 days 05:30:00,2023,20,AUTOMOBILES,2023-12-20,-0.008498208443682875,0.2687159246080377
BAJAJ-AUTO,6246.35,6345.0,6232.0,12,6333.2,397717,0 days 05:30:00,2023,21,AUTOMOBILES,2023-12-21,-0.018556198885999464,0.24517337958117635
BAJAJ-AUTO,6372.1,6395.0,6264.25,12,6288.0,237213,0 days 05:30:00,2023,22,AUTOMOBILES,2023-12-22,0.0201317569460564,0.27024090741460416
BAJAJ-AUTO,6464.55,6475.0,6370.05,12,6379.85,302139,0 days 05:30:00,2023,26,AUTOMOBILES,2023-12-26,0.014508560757050315,0.28867027479591956
BAJAJ-AUTO,6709.65,6740.25,6465.2,12,6470.0,1017894,0 days 05:30:00,2023,27,AUTOMOBILES,2023-12-27,0.03791447200501197,0.33752952785336054
BAJAJ-AUTO,6703.3,6738.65,6666.0,12,6709.65,406228,0 days 05:30:00,2023,28,AUTOMOBILES,2023-12-28,-0.0009463980982613585,0.33626369245183163
BAJAJ-AUTO,6797.25,6833.95,6666.0,12,6729.95,345626,0 days 05:30:00,2023,29,AUTOMOBILES,2023-12-29,0.014015484910417264,0.3549920760697287
BAJAJ-AUTO,6701.1,6795.5,6682.05,1,6770.0,253274,0 days 05:30:00,2024,1,AUTOMOBILES,2024-01-01,-0.014145426459229782,0.33582513530484537
BAJAJ-AUTO,6665.05,6736.8,6560.95,1,6711.0,361379,0 days 05:30:00,2024,2,AUTOMOBILES,2024-01-02,-0.005379713778334905,0.3286387784189999
BAJAJ-AUTO,6986.5,7059.85,6604.0,1,6644.05,1256275,0 days 05:30:00,2024,3,AUTOMOBILES,2024-01-03,0.04822919557992811,0.39271795791844655
BAJAJ-AUTO,6922.15,7028.95,6887.0,1,7025.0,619987,0 days 05:30:00,2024,4,AUTOMOBILES,2024-01-04,-0.009210620482358878,0.3798901613690939
BAJAJ-AUTO,6978.5,7084.0,6920.5,1,6950.0,659306,0 days 05:30:00,2024,5,AUTOMOBILES,2024-01-05,0.008140534371546382,0.3911232046566777
BAJAJ-AUTO,6983.85,7049.85,6961.5,1,7018.95,312733,0 days 05:30:00,2024,8,AUTOMOBILES,2024-01-08,0.0007666403955004508,0.3921896959004856
BAJAJ-AUTO,7093.9,7399.0,7075.9,1,7341.0,2125908,0 days 05:30:00,2024,9,AUTOMOBILES,2024-01-09,0.01575778403029826,0.41412752045769197
BAJAJ-AUTO,7053.75,7139.95,7020.0,1,7125.0,721432,0 days 05:30:00,2024,10,AUTOMOBILES,2024-01-10,-0.005659792215847337,0.40612385252519
BAJAJ-AUTO,7298.85,7324.9,7075.0,1,7090.0,1031594,0 days 05:30:00,2024,11,AUTOMOBILES,2024-01-11,0.03474747474747475,0.454983105582631
BAJAJ-AUTO,7301.95,7360.95,7252.0,1,7360.0,434753,0 days 05:30:00,2024,12,AUTOMOBILES,2024-01-12,0.00042472444289165523,0.45560107247156645
BAJAJ-AUTO,7332.1,7419.0,7304.05,1,7364.0,440410,0 days 05:30:00,2024,15,AUTOMOBILES,2024-01-15,0.00412903402515763,0.4616112988268575
BAJAJ-AUTO,7293.95,7356.15,7244.0,1,7339.0,272181,0 days 05:30:00,2024,16,AUTOMOBILES,2024-01-16,-0.005203147802130381,0.4540063192097976
BAJAJ-AUTO,7165.95,7210.0,7081.0,1,7112.0,619338,0 days 05:30:00,2024,17,AUTOMOBILES,2024-01-17,-0.01754879043590918,0.4284902670214972
BAJAJ-AUTO,7083.6,7189.25,7071.15,1,7148.0,557084,0 days 05:30:00,2024,18,AUTOMOBILES,2024-01-18,-0.011491846859104426,0.412074275633165
BAJAJ-AUTO,7136.55,7180.0,7105.0,1,7138.8,327976,0 days 05:30:00,2024,19,AUTOMOBILES,2024-01-19,0.007475012705403961,0.4226295487844971
BAJAJ-AUTO,7095.15,7189.0,7050.0,1,7170.0,91479,0 days 05:30:00,2024,20,AUTOMOBILES,2024-01-20,-0.005801122391071445,0.41437670065484355
BAJAJ-AUTO,7095.9,7210.0,6936.55,1,7075.0,953921,0 days 05:30:00,2024,23,AUTOMOBILES,2024-01-23,0.00010570601044368466,0.4145262087731343
BAJAJ-AUTO,7212.85,7237.0,7028.2,1,7075.1,467134,0 days 05:30:00,2024,24,AUTOMOBILES,2024-01-24,0.016481348384278283,0.4378395080186166
BAJAJ-AUTO,7597.5,7625.15,7210.0,1,7360.0,2065788,0 days 05:30:00,2024,25,AUTOMOBILES,2024-01-25,0.053328434668681535,0.5145172382860366
BAJAJ-AUTO,7548.8,7640.0,7480.0,1,7594.0,457853,0 days 05:30:00,2024,29,AUTOMOBILES,2024-01-29,-0.006410003290556077,0.5048091778050192
BAJAJ-AUTO,7566.4,7660.0,7543.65,1,7574.9,266287,0 days 05:30:00,2024,30,AUTOMOBILES,2024-01-30,0.00233149639677821,0.5083176349809104
BAJAJ-AUTO,7667.55,7686.0,7515.1,1,7566.4,336874,0 days 05:30:00,2024,31,AUTOMOBILES,2024-01-31,0.013368312539649096,0.5284812965343997
BAJAJ-AUTO,7655.75,7765.0,7636.35,2,7680.0,394564,0 days 05:30:00,2024,1,AUTOMOBILES,2024-02-01,-0.0015389531206186913,0.5261290354732908
BAJAJ-AUTO,7738.2,7797.5,7665.6,2,7675.0,197720,0 days 05:30:00,2024,2,AUTOMOBILES,2024-02-02,0.010769682918068124,0.5425649612773953
BAJAJ-AUTO,7658.25,7838.0,7633.5,2,7800.0,252401,0 days 05:30:00,2024,5,AUTOMOBILES,2024-02-05,-0.010331860122509084,0.5266273958675936
BAJAJ-AUTO,7720.4,7747.7,7670.6,2,7675.0,131992,0 days 05:30:00,2024,6,AUTOMOBILES,2024-02-06,0.008115431071067158,0.5390166352699597
BAJAJ-AUTO,7701.9,7777.8,7665.6,2,7745.0,159783,0 days 05:30:00,2024,7,AUTOMOBILES,2024-02-07,-0.002396248899020792,0.5353287683521193
BAJAJ-AUTO,7757.25,7783.45,7668.15,2,7729.0,282537,0 days 05:30:00,2024,8,AUTOMOBILES,2024-02-08,0.007186538386631858,0.546362467481982
BAJAJ-AUTO,7784.85,7790.5,7669.0,2,7778.8,173555,0 days 05:30:00,2024,9,AUTOMOBILES,2024-02-09,0.003557961906603513,0.5518643662350844
BAJAJ-AUTO,7829.95,7874.2,7766.05,2,7775.0,219911,0 days 05:30:00,2024,12,AUTOMOBILES,2024-02-12,0.005793303660314608,0.5608547877483059
BAJAJ-AUTO,7917.4,7935.15,7811.95,2,7830.0,258767,0 days 05:30:00,2024,13,AUTOMOBILES,2024-02-13,0.011168653695106556,0.5782874343410158
BAJAJ-AUTO,8083.3,8136.85,7880.0,2,7899.0,513900,0 days 05:30:00,2024,14,AUTOMOBILES,2024-02-14,0.02095384848561399,0.6113586301069458
BAJAJ-AUTO,8123.05,8156.85,8045.3,2,8120.6,394525,0 days 05:30:00,2024,15,AUTOMOBILES,2024-02-15,0.004917546051736332,0.6192825603763594
BAJAJ-AUTO,8325.05,8455.45,8137.1,2,8185.85,938756,0 days 05:30:00,2024,16,AUTOMOBILES,2024-02-16,0.024867506663137418,0.6595500802360208
BAJAJ-AUTO,8509.7,8650.0,8361.1,2,8400.0,1044959,0 days 05:30:00,2024,19,AUTOMOBILES,2024-02-19,0.022180046966685074,0.6963589789592217
BAJAJ-AUTO,8295.2,8505.0,8238.7,2,8505.0,547082,0 days 05:30:00,2024,20,AUTOMOBILES,2024-02-20,-0.025206529019824453,0.6535996571280462
BAJAJ-AUTO,8232.25,8376.85,8205.0,2,8300.0,439817,0 days 05:30:00,2024,21,AUTOMOBILES,2024-02-21,-0.007588726010222868,0.641050942399503
BAJAJ-AUTO,8498.45,8550.0,8220.0,2,8260.0,548486,0 days 05:30:00,2024,22,AUTOMOBILES,2024-02-22,0.032336238573901444,0.6941163571848592
BAJAJ-AUTO,8436.95,8531.0,8401.05,2,8497.5,340749,0 days 05:30:00,2024,23,AUTOMOBILES,2024-02-23,-0.007236613735445929,0.6818566914850117
BAJAJ-AUTO,8448.0,8547.95,8375.0,2,8458.8,345968,0 days 05:30:00,2024,26,AUTOMOBILES,2024-02-26,0.0013097150036445182,0.6840594444278296
BAJAJ-AUTO,8463.5,8490.0,8383.5,2,8460.0,392445,0 days 05:30:00,2024,27,AUTOMOBILES,2024-02-27,0.0018347537878788955,0.6871492788725069
BAJAJ-AUTO,8188.65,8486.65,8071.85,2,8470.0,537728,0 days 05:30:00,2024,28,AUTOMOBILES,2024-02-28,-0.03247474449104981,0.6323595371228632
BAJAJ-AUTO,7909.35,8143.5,7890.0,2,7997.4,1042536,0 days 05:30:00,2024,29,AUTOMOBILES,2024-02-29,-0.03410818633108015,0.5766827138713608
BAJAJ-AUTO,8040.05,8094.0,7945.3,3,7955.0,399007,0 days 05:30:00,2024,1,AUTOMOBILES,2024-03-01,0.016524746028434567,0.602736995285508
BAJAJ-AUTO,8041.3,8150.1,7989.15,3,8079.9,14968,0 days 05:30:00,2024,2,AUTOMOBILES,2024-03-02,0.00015547166995233397,0.6029861754826593
BAJAJ-AUTO,8207.3,8225.0,8046.65,3,8068.75,410053,0 days 05:30:00,2024,4,AUTOMOBILES,2024-03-04,0.020643428301393874,0.6360773056643612
BAJAJ-AUTO,8351.75,8388.0,8160.05,3,8160.05,615117,0 days 05:30:00,2024,5,AUTOMOBILES,2024-03-05,0.017600185200979723,0.6648725692471738
BAJAJ-AUTO,8605.8,8681.15,8364.0,3,8369.7,959543,0 days 05:30:00,2024,6,AUTOMOBILES,2024-03-06,0.03041877450833641,0.7155159525162182
BAJAJ-AUTO,8879.05,8972.85,8500.05,3,8638.0,1243547,0 days 05:30:00,2024,7,AUTOMOBILES,2024-03-07,0.031751841781124446,0.7699867436135082
BAJAJ-AUTO,8659.4,9025.0,8630.0,3,9023.45,631957,0 days 05:30:00,2024,11,AUTOMOBILES,2024-03-11,-0.024738006881366736,0.7262007993700692
BAJAJ-AUTO,8527.7,8699.95,8475.25,3,8636.95,324864,0 days 05:30:00,2024,12,AUTOMOBILES,2024-03-12,-0.015208905928817074,0.699947173798201
BAJAJ-AUTO,8384.9,8617.2,8296.95,3,8527.7,430048,0 days 05:30:00,2024,13,AUTOMOBILES,2024-03-13,-0.016745429600009465,0.6714808280756281
BAJAJ-AUTO,8383.55,8400.0,8202.05,3,8330.5,392634,0 days 05:30:00,2024,14,AUTOMOBILES,2024-03-14,-0.0001610037090484795,0.6712117134627045
BAJAJ-AUTO,8350.7,8432.1,8110.0,3,8384.8,676870,0 days 05:30:00,2024,15,AUTOMOBILES,2024-03-15,-0.003918387795146305,0.6646632578815668
BAJAJ-AUTO,8521.8,8547.15,8294.2,3,8343.0,367524,0 days 05:30:00,2024,18,AUTOMOBILES,2024-03-18,0.020489300298178525,0.6987710432676464
BAJAJ-AUTO,8640.2,8687.9,8442.55,3,8500.0,673456,0 days 05:30:00,2024,19,AUTOMOBILES,2024-03-19,0.013893778309747029,0.7223733915418247
BAJAJ-AUTO,8635.6,8784.0,8562.0,3,8640.0,790885,0 days 05:30:00,2024,20,AUTOMOBILES,2024-03-20,-0.0005323950834471569,0.7214564084163075
BAJAJ-AUTO,8750.6,8770.0,8585.0,3,8608.2,720691,0 days 05:30:00,2024,21,AUTOMOBILES,2024-03-21,0.013316966973921929,0.7443809865542337
BAJAJ-AUTO,8945.25,9050.0,8682.0,3,8700.05,851210,0 days 05:30:00,2024,22,AUTOMOBILES,2024-03-22,0.022244188969899215,0.7831833268546453
BAJAJ-AUTO,8960.55,9020.0,8851.05,3,8945.25,534067,0 days 05:30:00,2024,26,AUTOMOBILES,2024-03-26,0.0017104049635281449,0.7862332924677782
BAJAJ-AUTO,9162.5,9287.8,8926.7,3,8959.0,1034030,0 days 05:30:00,2024,27,AUTOMOBILES,2024-03-27,0.022537679048719284,0.8264908451195541
BAJAJ-AUTO,9148.15,9243.6,8980.05,3,9162.5,847202,0 days 05:30:00,2024,28,AUTOMOBILES,2024-03-28,-0.0015661664392906394,0.8236302564562563
BAJAJ-AUTO,9042.15,9211.6,9013.1,4,9194.8,419820,0 days 05:30:00,2024,1,AUTOMOBILES,2024-04-01,-0.011587042188857866,0.80249977573782
BAJAJ-AUTO,9276.1,9357.95,9139.5,4,9150.0,803845,0 days 05:30:00,2024,2,AUTOMOBILES,2024-04-02,0.025873271290566935,0.8491363414366708
BAJAJ-AUTO,9080.45,9248.95,9065.2,4,9248.95,453210,0 days 05:30:00,2024,3,AUTOMOBILES,2024-04-03,-0.021091838164745913,0.8101346569785381
BAJAJ-AUTO,9146.15,9181.75,8988.05,4,9139.0,617929,0 days 05:30:00,2024,4,AUTOMOBILES,2024-04-04,0.007235324240538521,0.8232315681408138
BAJAJ-AUTO,9009.5,9130.0,9000.5,4,9130.0,356305,0 days 05:30:00,2024,5,AUTOMOBILES,2024-04-05,-0.014940712758920394,0.7959911889882259
BAJAJ-AUTO,9030.5,9090.0,8951.3,4,9049.0,376197,0 days 05:30:00,2024,8,AUTOMOBILES,2024-04-08,0.002330872967423181,0.8001774163003688
BAJAJ-AUTO,8978.9,9132.7,8936.4,4,9090.0,237944,0 days 05:30:00,2024,9,AUTOMOBILES,2024-04-09,-0.005713969326172408,0.7898912577619601
BAJAJ-AUTO,9005.55,9049.8,8901.35,4,9034.8,319824,0 days 05:30:00,2024,10,AUTOMOBILES,2024-04-10,0.0029680695853611105,0.7952037795652271
BAJAJ-AUTO,9064.85,9119.0,8930.0,4,8949.05,480474,0 days 05:30:00,2024,12,AUTOMOBILES,2024-04-12,0.0065848282448046636,0.8070248881180884
BAJAJ-AUTO,8997.05,9177.7,8945.0,4,9059.1,386707,0 days 05:30:00,2024,15,AUTOMOBILES,2024-04-15,-0.007479439814227606,0.7935093542245977
BAJAJ-AUTO,8919.15,9029.45,8784.1,4,8948.0,487529,0 days 05:30:00,2024,16,AUTOMOBILES,2024-04-16,-0.008658393584563773,0.7779804443381244
BAJAJ-AUTO,9021.3,9129.0,8950.0,4,8967.9,819240,0 days 05:30:00,2024,18,AUTOMOBILES,2024-04-18,0.011452885084340947,0.7983434500493345
BAJAJ-AUTO,8804.5,9090.0,8700.05,4,9075.05,1385007,0 days 05:30:00,2024,19,AUTOMOBILES,2024-04-19,-0.02403201312449421,0.7551256366554007
BAJAJ-AUTO,8795.75,8884.0,8745.0,4,8884.0,323734,0 days 05:30:00,2024,22,AUTOMOBILES,2024-04-22,-0.0009938099835311576,0.7533813752753411
BAJAJ-AUTO,8795.8,8861.5,8761.0,4,8845.0,295346,0 days 05:30:00,2024,23,AUTOMOBILES,2024-04-23,5.6845635676427975e-06,0.7533913424832273
BAJAJ-AUTO,8697.1,8869.0,8680.0,4,8819.9,319824,0 days 05:30:00,2024,24,AUTOMOBILES,2024-04-24,-0.011221264694513122,0.7337160741161552
BAJAJ-AUTO,8734.9,8770.0,8641.4,4,8697.0,524667,0 days 05:30:00,2024,25,AUTOMOBILES,2024-04-25,0.004346276344988409,0.7412512832780125
BAJAJ-AUTO,8974.3,8994.95,8734.55,4,8747.3,521344,0 days 05:30:00,2024,26,AUTOMOBILES,2024-04-26,0.027407297164249167,0.7889742746364432
BAJAJ-AUTO,8760.1,8989.8,8729.0,4,8974.3,299443,0 days 05:30:00,2024,29,AUTOMOBILES,2024-04-29,-0.02386815684788779,0.7462747560525842
BAJAJ-AUTO,8903.65,8966.0,8795.0,4,8799.4,360403,0 days 05:30:00,2024,30,AUTOMOBILES,2024-04-30,0.016386799237451566,0.7748906098934476
BAJAJ-AUTO,9110.65,9146.45,8826.1,5,8944.0,638239,0 days 05:30:00,2024,2,AUTOMOBILES,2024-05-02,0.02324889230821059,0.8161548505417147
BAJAJ-AUTO,9105.6,9258.6,9064.35,5,9170.0,396042,0 days 05:30:00,2024,3,AUTOMOBILES,2024-05-03,-0.0005542963454856498,0.8151481625452233
BAJAJ-AUTO,9052.55,9185.75,8810.55,5,9120.0,458431,0 days 05:30:00,2024,6,AUTOMOBILES,2024-05-06,-0.0058260850465648995,0.8045729549781189
BAJAJ-AUTO,8677.9,9074.95,8642.55,5,9055.15,588285,0 days 05:30:00,2024,7,AUTOMOBILES,2024-05-07,-0.04138612877034642,0.7298886662879098
BAJAJ-AUTO,8749.4,8785.35,8592.8,5,8651.0,451581,0 days 05:30:00,2024,8,AUTOMOBILES,2024-05-08,0.008239320572949627,0.7441417735649682
BAJAJ-AUTO,8846.85,9007.45,8786.35,5,8800.0,645689,0 days 05:30:00,2024,9,AUTOMOBILES,2024-05-09,0.0111379065993098,0.7635678617348893
BAJAJ-AUTO,8981.8,9047.95,8906.5,5,8950.0,482797,0 days 05:30:00,2024,10,AUTOMOBILES,2024-05-10,0.015254016966490758,0.7904693558193512
BAJAJ-AUTO,8992.3,9025.0,8870.5,5,9022.9,435605,0 days 05:30:00,2024,13,AUTOMOBILES,2024-05-13,0.001169030706539953,0.7925624694754227
BAJAJ-AUTO,9065.25,9089.0,8882.75,5,8952.25,408162,0 days 05:30:00,2024,14,AUTOMOBILES,2024-05-14,0.008112496246788892,0.8071046257811767
BAJAJ-AUTO,8903.15,9125.0,8877.35,5,9069.0,274392,0 days 05:30:00,2024,15,AUTOMOBILES,2024-05-15,-0.01788147045034616,0.7747909378145867
BAJAJ-AUTO,8871.85,8955.55,8710.0,5,8950.0,680474,0 days 05:30:00,2024,16,AUTOMOBILES,2024-05-16,-0.0035156096437777284,0.7685514656779164
BAJAJ-AUTO,8780.7,8958.35,8765.5,5,8891.0,323961,0 days 05:30:00,2024,17,AUTOMOBILES,2024-05-17,-0.010274069106217976,0.7503812457016383
BAJAJ-AUTO,8813.85,8841.5,8780.0,5,8815.0,20151,0 days 05:30:00,2024,18,AUTOMOBILES,2024-05-18,0.0037753254296353234,0.7569895045300925
BAJAJ-AUTO,8820.7,8860.0,8775.0,5,8775.0,417798,0 days 05:30:00,2024,21,AUTOMOBILES,2024-05-21,0.0007771859062726261,0.7583550120104823
BAJAJ-AUTO,8805.55,8850.0,8736.0,5,8850.0,302838,0 days 05:30:00,2024,22,AUTOMOBILES,2024-05-22,-0.0017175507612776642,0.7553349480210072
