Ticker,volatility
ADANIENT,0.028600523792508787
ADANIPORTS,0.026028643454512657
APOLLOHOSP,0.014134574705070773
ASIANPAINT,0.012664679670924878
AXISBANK,0.015624964929158446
BAJAJ-AUTO,0.017609369939821526
BAJAJFINSV,0.014117849543856996
BAJFINANCE,0.01591849489773447
BEL,0.023283392059875133
BHARTIARTL,0.013624507728829288
