Ticker,close,high,low,month,open,volume,time,year,day
BAJFINANCE,7967.6,7975.5,7755.0,10,7780.8,944555,0 days 05:30:00,2023,3
BAJFINANCE,7854.05,8043.0,7820.0,10,8025.0,1176384,0 days 05:30:00,2023,4
BAJFINANCE,7850.9,7914.85,7826.9,10,7914.85,795061,0 days 05:30:00,2023,5
BAJFINANCE,8168.55,8192.0,7845.0,10,7850.0,2145034,0 days 05:30:00,2023,6
BAJFINANCE,8027.7,8135.0,8018.0,10,8102.05,747800,0 days 05:30:00,2023,9
BAJFINANCE,8083.6,8135.0,8021.0,10,8055.0,965024,0 days 05:30:00,2023,10
BAJFINANCE,8101.95,8173.0,8095.45,10,8139.8,712372,0 days 05:30:00,2023,11
BAJFINANCE,8014.3,8127.0,8003.0,10,8125.0,764092,0 days 05:30:00,2023,12
BAJFINANCE,8051.65,8082.9,7956.05,10,7999.55,662282,0 days 05:30:00,2023,13
BAJFINANCE,8036.0,8069.0,7982.65,10,8044.3,438246,0 days 05:30:00,2023,16
BAJFINANCE,8093.0,8159.0,8057.55,10,8080.0,838283,0 days 05:30:00,2023,17
BAJFINANCE,7866.55,8084.6,7850.0,10,8050.0,1544642,0 days 05:30:00,2023,18
BAJFINANCE,7841.55,7923.0,7731.0,10,7843.3,1061453,0 days 05:30:00,2023,19
BAJFINANCE,7769.2,7832.35,7722.5,10,7810.0,771153,0 days 05:30:00,2023,20
BAJFINANCE,7798.9,7884.9,7761.35,10,7800.0,882230,0 days 05:30:00,2023,23
BAJFINANCE,7694.45,7856.95,7676.0,10,7798.9,708774,0 days 05:30:00,2023,25
BAJFINANCE,7421.8,7656.0,7401.2,10,7625.1,1324630,0 days 05:30:00,2023,26
BAJFINANCE,7507.2,7549.0,7416.6,10,7509.95,911944,0 days 05:30:00,2023,27
BAJFINANCE,7503.05,7526.85,7352.5,10,7505.8,799276,0 days 05:30:00,2023,30
BAJFINANCE,7492.65,7579.7,7460.5,10,7569.8,749410,0 days 05:30:00,2023,31
BAJFINANCE,7471.9,7549.0,7457.65,11,7520.0,462778,0 days 05:30:00,2023,1
BAJFINANCE,7449.1,7615.0,7411.2,11,7530.0,855030,0 days 05:30:00,2023,2
BAJFINANCE,7411.5,7537.95,7372.45,11,7528.0,1138755,0 days 05:30:00,2023,3
BAJFINANCE,7562.05,7571.95,7442.6,11,7456.0,634043,0 days 05:30:00,2023,6
BAJFINANCE,7495.6,7640.0,7446.0,11,7640.0,1563007,0 days 05:30:00,2023,7
BAJFINANCE,7459.95,7536.0,7406.65,11,7527.0,916717,0 days 05:30:00,2023,8
BAJFINANCE,7386.7,7485.0,7366.7,11,7485.0,771791,0 days 05:30:00,2023,9
BAJFINANCE,7444.8,7454.0,7346.45,11,7370.0,496261,0 days 05:30:00,2023,10
BAJFINANCE,7456.9,7498.0,7447.05,11,7470.05,79745,0 days 05:30:00,2023,12
BAJFINANCE,7360.85,7450.0,7319.0,11,7447.8,732240,0 days 05:30:00,2023,13
BAJFINANCE,7224.3,7476.2,7119.15,11,7439.4,1923440,0 days 05:30:00,2023,15
