Ticker,close,high,low,month,open,volume,time,year,day
TECHM,1216.2,1230.7,1212.55,10,1220.6,1622290,0 days 05:30:00,2023,3
TECHM,1205.0,1215.5,1186.05,10,1210.0,2340603,0 days 05:30:00,2023,4
TECHM,1205.6,1223.95,1199.5,10,1214.0,2497613,0 days 05:30:00,2023,5
TECHM,1216.9,1223.0,1205.0,10,1207.0,1446719,0 days 05:30:00,2023,6
TECHM,1212.65,1227.75,1202.15,10,1203.25,1451064,0 days 05:30:00,2023,9
TECHM,1227.75,1231.45,1213.0,10,1215.2,1503359,0 days 05:30:00,2023,10
TECHM,1231.6,1238.9,1222.0,10,1230.1,1622663,0 days 05:30:00,2023,11
TECHM,1198.75,1232.0,1189.3,10,1232.0,2452842,0 days 05:30:00,2023,12
TECHM,1194.1,1202.95,1180.0,10,1187.0,3266079,0 days 05:30:00,2023,13
TECHM,1184.6,1198.25,1180.8,10,1195.3,2638043,0 days 05:30:00,2023,16
TECHM,1197.6,1203.0,1188.45,10,1190.0,1163897,0 days 05:30:00,2023,17
TECHM,1187.1,1202.0,1178.05,10,1200.0,2337078,0 days 05:30:00,2023,18
TECHM,1172.15,1185.45,1167.8,10,1170.55,3107691,0 days 05:30:00,2023,19
TECHM,1170.7,1176.0,1148.4,10,1170.0,2962470,0 days 05:30:00,2023,20
TECHM,1155.95,1170.95,1151.55,10,1164.1,1203959,0 days 05:30:00,2023,23
TECHM,1142.15,1165.9,1136.5,10,1162.0,1555285,0 days 05:30:00,2023,25
TECHM,1115.45,1120.0,1098.15,10,1100.05,7099401,0 days 05:30:00,2023,26
TECHM,1120.55,1125.95,1114.05,10,1119.95,1382498,0 days 05:30:00,2023,27
TECHM,1126.9,1138.9,1115.5,10,1120.55,2255915,0 days 05:30:00,2023,30
TECHM,1133.15,1137.15,1115.55,10,1126.9,1194765,0 days 05:30:00,2023,31
TECHM,1125.1,1138.0,1119.95,11,1130.95,1288497,0 days 05:30:00,2023,1
TECHM,1115.5,1130.0,1113.8,11,1125.0,2493118,0 days 05:30:00,2023,2
TECHM,1133.1,1136.0,1116.0,11,1124.0,1108121,0 days 05:30:00,2023,3
TECHM,1142.15,1144.8,1134.35,11,1137.5,572330,0 days 05:30:00,2023,6
TECHM,1149.0,1150.3,1136.55,11,1142.0,902481,0 days 05:30:00,2023,7
TECHM,1139.15,1152.85,1137.05,11,1151.75,806162,0 days 05:30:00,2023,8
TECHM,1123.95,1141.0,1117.2,11,1140.0,6042108,0 days 05:30:00,2023,9
TECHM,1138.15,1139.75,1121.5,11,1122.0,706806,0 days 05:30:00,2023,10
TECHM,1142.15,1147.15,1140.0,11,1146.0,86328,0 days 05:30:00,2023,12
TECHM,1131.35,1142.15,1128.0,11,1140.6,435537,0 days 05:30:00,2023,13
TECHM,1173.75,1178.85,1143.5,11,1145.0,2816201,0 days 05:30:00,2023,15
TECHM,1207.2,1214.95,1167.4,11,1175.0,2294942,0 days 05:30:00,2023,16
TECHM,1202.75,1213.95,1198.0,11,1212.2,1176628,0 days 05:30:00,2023,17
TECHM,1211.8,1222.5,1202.75,11,1204.9,1077366,0 days 05:30:00,2023,20
TECHM,1204.5,1221.15,1200.4,11,1219.95,1129326,0 days 05:30:00,2023,21
TECHM,1215.4,1218.0,1204.0,11,1205.0,750622,0 days 05:30:00,2023,22
TECHM,1210.9,1220.9,1206.95,11,1215.0,651637,0 days 05:30:00,2023,23
TECHM,1197.85,1214.95,1195.1,11,1212.05,884921,0 days 05:30:00,2023,24
TECHM,1202.4,1209.0,1186.0,11,1195.1,910795,0 days 05:30:00,2023,28
TECHM,1221.7,1234.6,1206.65,11,1207.0,1898448,0 days 05:30:00,2023,29
TECHM,1220.95,1228.3,1208.7,11,1222.0,2978406,0 days 05:30:00,2023,30
TECHM,1220.55,1226.8,1211.55,12,1226.8,1017856,0 days 05:30:00,2023,1
TECHM,1223.9,1249.2,1218.0,12,1238.0,1581599,0 days 05:30:00,2023,4
TECHM,1220.6,1226.25,1208.85,12,1224.0,1499843,0 days 05:30:00,2023,5
TECHM,1225.2,1247.0,1218.65,12,1223.0,2637916,0 days 05:30:00,2023,6
