Ticker,close,high,low,month,open,volume,time,year,day
NESTLEIND,2231.52,2259.47,2225.52,10,2250.69,500130,0 days 05:30:00,2023,3
NESTLEIND,2298.62,2335.88,2255.1,10,2280.51,2134880,0 days 05:30:00,2023,4
NESTLEIND,2291.87,2310.72,2277.5,10,2300.5,680000,0 days 05:30:00,2023,5
NESTLEIND,2291.23,2306.76,2281.49,10,2298.99,388120,0 days 05:30:00,2023,6
NESTLEIND,2288.19,2298.08,2280.0,10,2281.21,237550,0 days 05:30:00,2023,9
NESTLEIND,2296.81,2301.7,2282.53,10,2296.0,396630,0 days 05:30:00,2023,10
NESTLEIND,2320.21,2327.39,2293.0,10,2296.81,673380,0 days 05:30:00,2023,11
NESTLEIND,2307.52,2330.0,2296.21,10,2322.3,542220,0 days 05:30:00,2023,12
NESTLEIND,2355.44,2359.98,2295.54,10,2307.51,907910,0 days 05:30:00,2023,13
NESTLEIND,2310.85,2355.0,2297.51,10,2355.0,866080,0 days 05:30:00,2023,16
NESTLEIND,2332.53,2336.22,2313.0,10,2313.0,381660,0 days 05:30:00,2023,17
NESTLEIND,2326.29,2344.72,2320.0,10,2332.53,356710,0 days 05:30:00,2023,18
NESTLEIND,2413.23,2422.7,2310.05,10,2325.69,2924120,0 days 05:30:00,2023,19
NESTLEIND,2427.97,2474.5,2400.18,10,2409.99,2079340,0 days 05:30:00,2023,20
NESTLEIND,2419.77,2467.49,2412.83,10,2430.0,792300,0 days 05:30:00,2023,23
NESTLEIND,2426.27,2452.97,2415.31,10,2428.0,1113500,0 days 05:30:00,2023,25
NESTLEIND,2354.56,2426.06,2342.1,10,2426.0,1269400,0 days 05:30:00,2023,26
NESTLEIND,2405.69,2422.8,2344.03,10,2355.05,1304370,0 days 05:30:00,2023,27
NESTLEIND,2417.17,2425.0,2386.51,10,2410.0,726140,0 days 05:30:00,2023,30
NESTLEIND,2423.48,2433.0,2412.21,10,2430.0,516390,0 days 05:30:00,2023,31
NESTLEIND,2387.27,2420.01,2378.0,11,2420.0,636900,0 days 05:30:00,2023,1
NESTLEIND,2411.18,2414.98,2377.31,11,2399.02,1070680,0 days 05:30:00,2023,2
NESTLEIND,2399.91,2420.0,2397.69,11,2414.29,477140,0 days 05:30:00,2023,3
NESTLEIND,2428.96,2439.05,2405.87,11,2415.01,742760,0 days 05:30:00,2023,6
NESTLEIND,2436.95,2448.0,2412.01,11,2428.7,529650,0 days 05:30:00,2023,7
NESTLEIND,2428.16,2441.27,2422.01,11,2436.91,363050,0 days 05:30:00,2023,8
NESTLEIND,2422.68,2441.5,2419.23,11,2435.0,422230,0 days 05:30:00,2023,9
NESTLEIND,2413.72,2424.95,2405.56,11,2422.68,283170,0 days 05:30:00,2023,10
