Ticker,close,high,low,month,open,volume,time,year,day
SBIN,602.95,604.9,589.6,10,596.6,15322196,0 days 05:30:00,2023,3
SBIN,586.25,600.45,584.45,10,600.0,24914612,0 days 05:30:00,2023,4
SBIN,592.15,594.35,587.1,10,590.0,13248028,0 days 05:30:00,2023,5
SBIN,594.25,598.95,592.2,10,593.4,8216780,0 days 05:30:00,2023,6
SBIN,585.1,589.0,581.55,10,588.0,9189597,0 days 05:30:00,2023,9
SBIN,591.65,595.0,585.75,10,587.0,10373508,0 days 05:30:00,2023,10
SBIN,588.35,597.0,587.6,10,596.9,14220119,0 days 05:30:00,2023,11
SBIN,586.05,593.0,585.0,10,590.8,11983797,0 days 05:30:00,2023,12
SBIN,576.15,581.3,574.8,10,577.75,19064577,0 days 05:30:00,2023,13
SBIN,575.65,578.75,571.5,10,576.0,11290293,0 days 05:30:00,2023,16
SBIN,576.45,579.95,575.3,10,577.7,10765224,0 days 05:30:00,2023,17
SBIN,572.65,579.25,569.35,10,577.75,11777454,0 days 05:30:00,2023,18
SBIN,571.2,574.0,567.0,10,569.8,11441499,0 days 05:30:00,2023,19
SBIN,563.1,570.0,562.1,10,569.9,11110988,0 days 05:30:00,2023,20
SBIN,552.95,566.0,551.0,10,563.1,11875035,0 days 05:30:00,2023,23
SBIN,556.2,560.8,553.6,10,558.6,12134624,0 days 05:30:00,2023,25
SBIN,547.0,552.9,543.2,10,551.45,19424825,0 days 05:30:00,2023,26
SBIN,561.15,562.5,550.0,10,550.0,10415296,0 days 05:30:00,2023,27
SBIN,565.2,566.7,556.5,10,563.0,8593704,0 days 05:30:00,2023,30
SBIN,565.55,569.5,563.15,10,567.0,13039696,0 days 05:30:00,2023,31
SBIN,566.4,569.65,563.85,11,566.25,13575575,0 days 05:30:00,2023,1
SBIN,572.1,575.45,567.6,11,571.1,11148516,0 days 05:30:00,2023,2
SBIN,578.15,579.5,573.45,11,576.0,11371371,0 days 05:30:00,2023,3
SBIN,574.35,582.5,573.25,11,582.0,16499138,0 days 05:30:00,2023,6
SBIN,579.75,581.2,572.6,11,574.8,17923281,0 days 05:30:00,2023,7
SBIN,580.3,582.6,579.0,11,581.9,15434808,0 days 05:30:00,2023,8
SBIN,578.35,581.85,576.5,11,581.0,12434363,0 days 05:30:00,2023,9
SBIN,579.5,581.0,575.4,11,577.8,6773038,0 days 05:30:00,2023,10
SBIN,581.3,584.75,580.1,11,584.75,1947722,0 days 05:30:00,2023,12
SBIN,581.35,582.5,575.2,11,581.0,11282362,0 days 05:30:00,2023,13
SBIN,584.7,588.0,582.6,11,587.25,11397676,0 days 05:30:00,2023,15
SBIN,584.65,588.0,582.9,11,584.7,8622660,0 days 05:30:00,2023,16
SBIN,563.05,574.5,562.1,11,574.5,37173221,0 days 05:30:00,2023,17
SBIN,563.75,566.8,560.6,11,564.0,12714585,0 days 05:30:00,2023,20
SBIN,561.5,566.65,561.0,11,566.0,14280013,0 days 05:30:00,2023,21
SBIN,558.95,564.5,555.15,11,562.95,14909071,0 days 05:30:00,2023,22
SBIN,559.95,563.5,558.3,11,561.75,6376210,0 days 05:30:00,2023,23
SBIN,560.35,562.45,559.25,11,561.95,6529851,0 days 05:30:00,2023,24
SBIN,564.45,565.2,561.1,11,563.6,8153314,0 days 05:30:00,2023,28
SBIN,568.6,569.0,565.1,11,568.0,10299034,0 days 05:30:00,2023,29
SBIN,564.75,570.2,563.65,11,569.75,19758998,0 days 05:30:00,2023,30
SBIN,571.75,574.2,566.55,12,567.0,10614230,0 days 05:30:00,2023,1
SBIN,594.7,596.0,584.55,12,588.0,26077882,0 days 05:30:00,2023,4
SBIN,608.25,611.3,595.05,12,595.05,36430152,0 days 05:30:00,2023,5
SBIN,608.45,614.0,604.55,12,614.0,21439069,0 days 05:30:00,2023,6
SBIN,611.7,612.55,605.0,12,610.0,10725706,0 days 05:30:00,2023,7
